Company Name,Industry Type,Primary Office Location,Operating Locations,Job Openings,Total Reviews,Overall Rating,Job Security,Work Life Balance,Work Satisfaction,Promotions
Amway India Enterprises,Fitness & Wellness,Gurgaon,81,5,571,4.1,Medium,High,Medium,Low
HBL Power Systems,Electrical Equipment,Hyderabad,50,7,570,4.0,Medium,High,Medium,Low
SIS Prosegur Holdings,Law Enforcement & Security,New Delhi,92,7,570,3.4,Low,Medium,Low,Low
Cvent,Software Product,Gurgaon,10,154,570,3.2,Medium,Medium,Low,Low
NLC India Limited,Metals & Mining,Neyveli,27,0,569,4.4,High,High,Medium,Medium
Colt Technology Services,Hardware & Networking,Gurgaon,14,3,569,4.2,Medium,High,High,Medium
AVIOM,NBFC,New Delhi,190,1,569,4.0,Medium,High,High,Medium
Crystal Crop Protection,Agro Chemicals,New Delhi,90,0,567,3.8,Medium,Medium,Medium,Low
Dr. Reddy's Foundation,Non-Profit,Hyderabad,89,23,568,3.7,Medium,Medium,Medium,Low
Maharashtra State Electricity Distribution Company,Power,Pune,91,0,568,4.2,Medium,Medium,High,Low
Hettich,Furniture & Furnishing,Mumbai,46,1,570,3.7,Medium,Medium,Low,Low
Axiscades,IT Services & Consulting,Bangalore,13,2,567,3.1,Medium,Medium,Low,Low
Perficient,IT Services & Consulting,Chennai,12,8,566,3.7,Low,High,Medium,Low
WayCool Foods and Products,FMCG,Chennai,42,0,566,3.4,Low,Medium,Medium,Low
PayU Payments,FinTech,Gurgaon,23,118,565,3.4,Low,Medium,Low,Low
Dishman Carbogen Amcis,Other,Ahmedabad,15,38,565,3.5,Low,Medium,Medium,Low
Fenesta Building Systems,Building Material,Gurgaon,74,19,565,4.0,High,Medium,Medium,Low
Pinnacle Infotech,IT Services & Consulting,Durgapur,20,17,564,3.4,High,Low,Low,Medium
Apitoria Pharma,Pharma,Hyderabad,13,7,563,4.2,High,High,Medium,Medium
Accion Labs,IT Services & Consulting,Bangalore,14,57,563,3.5,Low,Medium,Low,Low
Aurionpro Solutions,Software Product,Mumbai,49,12,563,3.4,Medium,Medium,Medium,Low
The Saraswat Co-operative Bank,Banking,Mumbai,35,3,563,3.2,Medium,Medium,Low,Low
Varindera Constructions,Engineering & Construction,New Delhi,26,3,566,4.4,Medium,Medium,High,Medium
Lulu International Shopping Mall,Retail,Lucknow,42,0,562,3.7,High,Medium,Medium,Low
PureSoftware,Software Product,Noida,12,64,562,2.9,Low,Medium,Medium,Low
Orra Fine Jewellery,Jewellery,Mumbai,51,40,563,3.5,Medium,Medium,Low,Low
J K Fenner,Engineering & Construction,Chennai,57,6,561,3.9,Medium,Medium,Medium,Low
Ascent HR Technologies Private Limited,Software Product,Bangalore,16,9,561,3.6,Medium,Medium,Medium,Low
J K Fenner,Engineering & Construction,Chennai,57,6,561,3.9,Medium,Medium,Medium,Low
Capital Numbers Infotech,IT Services & Consulting,Kolkata,10,23,561,4.2,Medium,High,High,Medium
Courtyard by Marriott,Hospitality,Mumbai,42,0,559,4.2,High,Medium,Medium,Medium
Baker Hughes,Oil & Gas,Bangalore,39,33,560,4.1,Medium,High,High,Low
Applied Materials,Semiconductors,Bangalore,12,133,559,3.7,Medium,Medium,Low,Low
Levi Strauss & Co.,Fashion & Textile,Bangalore,81,20,560,4.2,Medium,High,High,Medium
HashedIn by Deloitte,IT Services & Consulting,Bangalore,17,3,559,4.0,High,Medium,Medium,Medium
Lear Corporation,Auto Components,Pune,20,8,558,4.0,Medium,High,Medium,Low
Motilal Oswal Wealth Management,Financial Services,Mumbai,26,20,558,4.4,Medium,Medium,High,Medium
Damco Solutions,IT Services & Consulting,Noida,23,15,556,3.6,Medium,Medium,Low,Low
Kaar Tech,IT Services & Consulting,Chennai,12,1,558,4.2,High,Medium,Medium,Medium
Transport Corporation Of India,Logistics,Gurgaon,83,0,557,3.8,High,Medium,Medium,Medium
Toyota Industries Engine India,Auto Components,Bangalore,16,0,557,4.4,High,High,Medium,Low
McCain Foods,FMCG,Mehsana,73,1,557,4.1,Medium,High,Medium,Low
Kiya.ai,IT Services & Consulting,Mumbai,19,163,557,3.7,Medium,Medium,Medium,Low
BAXY,Auto Components,Bhiwadi,39,0,570,4.1,Medium,High,High,Medium
Expleo Group,IT Services & Consulting,Pune,10,26,557,3.4,Medium,Medium,Low,Low
Herbalife International,Healthcare,Bangalore,86,11,557,4.0,Medium,High,Medium,Medium
Country Delight,Food Processing,Gurgaon,36,3,557,3.8,Medium,Medium,Medium,Low
Prochant,Analytics & KPO,Chennai,10,31,556,3.9,Medium,High,Medium,Medium
Alcon,Medical Equipment,Bangalore,39,52,556,3.8,Medium,High,Medium,Low
Avaada Group,Power,Noida,67,1,557,4.2,High,High,Medium,Medium
Allianz Services,Insurance,Thiruvananthapuram,14,9,555,4.2,High,High,Medium,Low
Toothsi,Internet,Mumbai,20,0,555,2.7,Low,Medium,Medium,Low
Mr Cooper,Financial Services,Chennai,12,36,555,4.0,High,High,Medium,Low
Voyants Solutions,Engineering & Construction,Gurgaon,93,110,554,3.7,Low,Medium,Medium,Low
Paras Dairy,Food Processing,New Delhi,60,3,554,3.5,Low,Medium,Medium,Low
DB Schenker,Logistics,Gurgaon,41,0,554,4.3,Medium,High,High,Low
Maxop Engineering Co.,Auto Components,Gurgaon,16,6,553,4.1,Medium,High,Medium,Medium
Genesys International Corporation,IT Services & Consulting,Mumbai,16,4,553,3.4,Medium,Low,Medium,Low
Empower,Financial Services,Bangalore,13,193,554,4.0,High,High,Medium,Low
Z X Learning,EdTech,Lucknow,90,0,553,4.3,Medium,High,High,Medium
Vyapar,Software Product,Bangalore,40,116,553,3.6,Low,Low,Medium,Low
Congruex Asia Pacific,Engineering & Construction,Mohali,25,3,552,3.7,Medium,High,Medium,Low
HUDL,Software Product,Mumbai,18,0,552,3.2,Low,Medium,Medium,Low
Kauvery Hospital,Healthcare,Chennai,22,10,552,4.0,High,Medium,Medium,Low
Solara Active Pharma Sciences,Pharma,Visakhapatnam,20,0,552,3.7,Medium,Medium,Medium,Low
Bajaj Consumer Care,FMCG,Mumbai,112,7,550,3.8,Medium,High,Medium,Low
Infinity Learn,EdTech,Hyderabad,18,53,550,4.2,Medium,Medium,Medium,Medium
Renault,Automobile,Chennai,148,0,549,4.1,Medium,High,High,Medium
Iron Mountain Inc,IT Services & Consulting,Bangalore,50,57,549,3.8,Medium,High,Medium,Low
Andritz Hydro Location India,Other,Chennai,29,4,549,3.8,High,High,Medium,Low
Infinity Learn,EdTech,Hyderabad,18,53,550,4.2,Medium,Medium,Medium,Medium
QSpiders,Education & Training,Bangalore,27,135,549,3.8,Low,Medium,Medium,Low
Practo,Internet,Bangalore,25,50,548,3.0,Low,Medium,Low,Low
ArcelorMittal,Iron & Steel,Surat,50,5,548,4.1,High,High,Medium,Medium
MITS Global Consulting,Recruitment,Mumbai,13,0,548,4.6,Medium,High,High,Medium
General Motors,Automobile,Pune,37,10,547,4.1,Medium,High,High,Medium
Kellogg Brown and Root,Engineering & Construction,Chennai,37,94,547,4.1,Medium,High,High,Low
UTL Solar,Electronics Manufacturing,New Delhi,77,66,547,3.6,Medium,Medium,Medium,Low
Navin Fluorine International,Chemicals,Surat,18,3,547,3.8,High,Medium,Low,Low
Mahendra NextWealth IT,IT Services & Consulting,Salem,27,6,547,3.4,Medium,Medium,Medium,Low
Inox Wind,Power,Noida,42,0,546,3.8,High,High,Medium,Low
Unimoni,FinTech,Chennai,135,2,546,3.9,Medium,High,Medium,Low
BUSINESSNEXT,Software Product,Noida,10,23,545,3.5,Medium,Medium,Low,Low
Marelli,Auto Components,Gurgaon,19,0,545,3.6,Medium,Medium,Low,Low
Harman Finochem,Pharma,Aurangabad,16,8,545,3.6,Low,Medium,Medium,Low
Paramount Health Services Tpa,Insurance,Mumbai,40,21,545,3.9,Medium,High,Medium,Low
Kirloskar Pneumatic,Industrial Machinery,Pune,22,2,544,4.1,High,Medium,Medium,Medium
Sandoz,Pharma,Hyderabad,21,0,544,4.0,Medium,High,Medium,Low
Western Refrigeration,Industrial Machinery,Vapi,41,11,543,3.8,High,Medium,Medium,Medium
Innominds Software,IT Services & Consulting,Hyderabad,8,33,543,3.2,Low,Medium,Medium,Low
The Times of India,Media & Entertainment,New Delhi,54,0,542,3.6,Medium,Medium,Low,Low
Bharti Infratel,Telecom,Gurgaon,71,0,542,4.7,Medium,Medium,High,Medium
Laxmi Organic Industries,Chemicals,Mahad,20,3,542,3.9,Medium,High,Medium,Low
Carlsberg,Beverage,Gurgaon,67,7,541,4.0,High,Medium,Medium,Low
L & W Constructions,Engineering & Construction,Bangalore,20,1,543,3.9,Medium,Medium,Medium,Low
Datamatics Business Solutions,Management Consulting,Mumbai,14,14,543,3.3,Medium,Medium,Low,Low
Enco Engineers Combine,Auto Components,Gurgaon,18,0,538,3.7,Low,Medium,Medium,Low
Maini Precision Products,Auto Components,Bangalore,12,6,540,3.4,Low,Medium,Medium,Low
Utility Powertech,Power,New Delhi,93,0,541,3.8,Low,High,Medium,Low
Wow Momo Foods,Hospitality,Kolkata,53,2,541,3.5,Medium,Medium,Low,Low
Gayatri Projects,Engineering & Construction,Hyderabad,72,12,541,3.9,Low,Medium,Medium,Low
Dhani Healthcare,FinTech,Gurgaon,82,0,541,3.4,Low,Medium,Medium,Low
Prestige Group,Real Estate,Bangalore,31,7,541,4.3,High,High,Medium,Medium
RAK Ceramics,Building Material,Kakinada,60,1,541,3.8,Medium,Medium,Medium,Low
Virtual Employee,Recruitment,Noida,23,2,541,3.3,Low,Medium,Medium,Low
Offshore Infrastructures,Engineering & Construction,Mumbai,52,0,540,4.2,High,High,Medium,Medium
Groupm Media,Marketing & Advertising,Gurgaon,29,1,540,3.7,High,Medium,Low,Low
C5i,Analytics & KPO,Bangalore,17,23,541,4.1,High,High,Medium,Medium
Craftsman Automation,Auto Components,Coimbatore,26,0,539,3.9,Medium,Low,Medium,Low
Yokohama,Auto Components,Bahadurgarh,45,0,539,3.6,High,Medium,Low,Low
Telenor,Telecom,Gurgaon,116,0,538,4.1,Medium,High,Medium,Medium
FiveS Digital,BPO,Jamshedpur,28,10,539,3.4,Low,Medium,Medium,Low
RuralShores,BPO,Bangalore,48,0,538,3.6,Medium,Medium,Medium,Low
SAEL Industries Limited,Power,New Delhi,63,35,537,3.9,Medium,High,Medium,Low
Vestige,Fitness & Wellness,New Delhi,112,0,537,4.3,Medium,High,Medium,Medium
RMC Readymix,Building Material,Mumbai,68,5,537,3.6,Low,Medium,Medium,Low
LendingKart,NBFC,Ahmedabad,47,4,537,3.5,Low,Medium,Low,Low
Roop Polymers,Auto Components,Gurgaon,26,0,535,4.0,Medium,High,High,Low
Eicher Motors,Automobile,Indore,97,0,536,4.1,Medium,High,Medium,Medium
Bharat Fritz Werner,Industrial Machinery,Bangalore,19,10,537,3.9,Medium,Medium,Medium,Low
Propertypistol Realty,Internet,Mumbai,26,26,536,3.7,Low,Medium,Medium,Low
BLK Super Speciality Hospital,Healthcare,New Delhi,17,0,536,3.9,High,Medium,Medium,Low
Ambit Finvest,NBFC,Mumbai,108,6,536,4.0,Medium,High,Medium,Medium
RadiSys,Telecom,Bangalore,12,0,535,3.8,Medium,High,Medium,Low
Maxgen Technologies,IT Services & Consulting,Pune,9,0,536,4.5,Medium,High,Medium,Medium
CTS Consulting & Technical Support,Engineering & Construction,Chennai,32,0,534,3.7,Medium,Medium,Low,Low
S P Singla Constructions,Engineering & Construction,Patna,63,0,534,3.5,Medium,Medium,Medium,Low
Insuremile,Internet,Bangalore,17,1,535,4.7,Medium,High,Medium,Medium
Cpf India,Food Processing,Bangalore,60,0,534,4.0,High,High,Medium,Low
MR.DIY,Retail,Mumbai,84,5,535,3.3,Medium,Low,Low,Medium
Hi Tech Gears,Auto Components,Bhiwadi,30,0,534,4.0,Medium,High,High,Low
Kidzee,EdTech,Kolkata,119,1,532,3.9,Medium,High,Medium,Medium
Infiniti Research,Other,Bangalore,9,8,532,3.4,Medium,Low,Low,Medium
Sulzer,Industrial Machinery,Pune,26,5,532,3.9,High,Medium,Medium,Low
GSPANN Technologies,IT Services & Consulting,Hyderabad,10,64,532,4.1,High,High,Medium,Medium
AM Infoweb,BPO,Pune,9,35,532,3.9,Medium,High,Medium,Medium
Titan Engineering & Automation,Engineering & Construction,Hosur,17,5,532,3.8,High,Low,Medium,Low
NMDC Limited,Metals & Mining,Jagdalpur,42,0,531,4.2,Medium,High,Medium,Low
5paisa Capital Ltd.,Financial Services,Mumbai,10,6,531,4.1,Medium,High,Medium,Medium
Macawber Beekay,Industrial Machinery,Noida,58,12,532,4.1,High,High,Medium,Medium
CompuCom,IT Services & Consulting,Pune,8,3,530,3.8,Medium,High,Medium,Low
Stock Holding Corporation of India,Financial Services,Mumbai,102,0,530,3.6,High,High,Low,Low
Zolo,Internet,Bangalore,25,12,530,3.3,Medium,Low,Medium,Low
DM Immigration Consultant,Other,Bangalore,4,0,529,1.0,Medium,Low,Low,Medium
Anudip Foundation,Non-Profit,Kolkata,63,26,529,3.7,Low,High,Medium,Low
Micron Electricals,Engineering & Construction,Bangalore,19,2,527,4.0,High,High,Medium,Low
Sterling,Healthcare,Mumbai,64,0,525,4.0,Medium,High,Medium,Low
