Company Name,Industry Type,Primary Office Location,Operating Locations,Job Openings,Total Reviews,Overall Rating,Highly Rated,Critically Rated
Michelin,Auto Components ,Pune,48.0,59,878,3.7,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
HT Media,Media & Entertainment ,New Delhi,44.0,6,878,3.1,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
TNQ Tech Private Limited,Printing & Publishing ,Chennai,14.0,16,877,3.5,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Target,Retail ,Bangalore,18.0,99,876,4.0,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
CIEL HR,Recruitment ,Bangalore,105.0,1,877,4.0,"Work Life Balance, Company Culture",Promotions / Appraisal
Ashirvad Pipes,Building Material ,Bangalore,108.0,10,875,3.9,"Salary & Benefits, Skill Development / Learning",Promotions / Appraisal
Musashi Auto Parts,Auto Components ,Rewari,27.0,1,875,3.8,,Promotions / Appraisal
Marks & Spencer,Retail ,New Delhi,61.0,17,875,3.9,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
Vijay Sales,Retail ,Mumbai,53.0,3,873,4.1,"Job Security, Salary & Benefits, Company Culture",
Alok Industries,Fashion & Textile ,Silvassa,35.0,--,873,3.6,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
LanceSoft,Recruitment ,Hyderabad,30.0,6,870,3.2,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Next Education India,EdTech ,Hyderabad,96.0,27,868,3.2,,"Promotions / Appraisal, Job Security, Company Culture"
RAMTeCH Software Solutions,IT Services & Consulting ,Hyderabad,37.0,13,866,3.7,Job Security,"Promotions / Appraisal, Company Culture, Salary & Benefits"
ACL Digital,IT Services & Consulting ,Bangalore,27.0,49,861,3.6,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
C.R.I. Pumps,Industrial Machinery ,Coimbatore,70.0,22,863,3.9,Skill Development / Learning,Promotions / Appraisal
Greenlam Industries,Furniture & Furnishing ,New Delhi,116.0,7,863,4.1,"Salary & Benefits, Work Life Balance, Job Security",
FastInfo,Internet ,Kolkata,9.0,--,864,4.1,"Company Culture, Skill Development / Learning, Work Life Balance",
JSW Paints,Chemicals ,Mumbai,165.0,1,859,3.8,,Promotions / Appraisal
Tata Starbucks,Hospitality ,Mumbai,57.0,284,857,4.0,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
"Commonwealth Bank of Australia, India",Financial Services ,Bangalore,15.0,15,858,2.8,Salary & Benefits,"Promotions / Appraisal, Job Security, Work Satisfaction"
Sona Comstar,Auto Components ,Gurgaon,24.0,1,857,4.0,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Carborundum Universal Limited,Industrial Machinery ,Chennai,130.0,--,856,3.7,,"Promotions / Appraisal, Work Satisfaction"
Centum Electronics,Electronics Manufacturing ,Bangalore,19.0,5,855,3.5,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Orient Electric,Consumer Electronics & Appliances ,New Delhi,85.0,49,857,3.6,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Bechtel,Engineering & Construction ,Gurgaon,32.0,53,856,3.9,"Salary & Benefits, Company Culture, Work Life Balance","Job Security, Promotions / Appraisal"
Silaris Informations,BPO ,New Delhi,23.0,6,855,3.0,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Wakefit,Furniture & Furnishing ,Bangalore,55.0,20,855,4.0,"Skill Development / Learning, Salary & Benefits, Work Life Balance",
Magna International,Auto Components ,Pune,22.0,94,854,3.8,Work Life Balance,Promotions / Appraisal
Future Focus Infotech,IT Services & Consulting ,Bangalore,59.0,--,854,3.4,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Parekh Integrated Services,Logistics ,Mumbai,76.0,14,854,4.1,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Acme Cleantech Solutions,Power ,Gurgaon,102.0,25,854,4.0,"Salary & Benefits, Work Life Balance, Work Satisfaction",
Serco,Analytics & KPO ,Mumbai,41.0,--,851,4.2,"Work Satisfaction, Skill Development / Learning, Company Culture",
Precision Infomatic M Pvt Ltd,IT Services & Consulting ,Chennai,92.0,3,853,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits"
National Health Mission,Healthcare ,Guwahati,279.0,--,852,3.4,,"Promotions / Appraisal, Salary & Benefits, Job Security"
MAS Financial Services,NBFC ,Ahmedabad,139.0,54,852,3.7,,Promotions / Appraisal
Athena BPO,BPO ,Mumbai,39.0,--,851,3.3,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Consolidated Contractors,Engineering & Construction ,Mumbai,57.0,--,850,4.4,"Work Satisfaction, Job Security, Skill Development / Learning",
Intellipaat Software Solutions,EdTech ,Bangalore,17.0,--,849,3.8,"Skill Development / Learning, Salary & Benefits",
Birla Opus Paints,Chemicals ,Mumbai,249.0,--,853,4.0,"Skill Development / Learning, Company Culture, Work Life Balance",Promotions / Appraisal
Motherson Sumi Wiring,Electrical Equipment ,Noida,41.0,--,883,3.7,Job Security,"Company Culture, Work Satisfaction, Promotions / Appraisal"
Apar Industries,Semiconductors ,Mumbai,74.0,2,846,4.1,"Work Life Balance, Salary & Benefits, Company Culture",
LEAD School,EdTech ,Mumbai,105.0,2,848,3.3,,"Job Security, Promotions / Appraisal, Work Satisfaction"
Shilpa Medicare,Pharma ,Hyderabad,31.0,4,848,3.4,,"Company Culture, Job Security, Promotions / Appraisal"
Mahindra First Choice Wheels,Internet ,Mumbai,120.0,--,847,3.8,,"Promotions / Appraisal, Skill Development / Learning"
Panacea Biotec,Biotechnology ,Baddi,71.0,2,846,3.6,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Ageas Federal Life Insurance,Insurance ,Mumbai,125.0,24,846,3.5,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Rico Auto Industries,Auto Components ,Gurgaon,33.0,--,845,3.8,,Promotions / Appraisal
Fedbank Financial Services,NBFC ,Mumbai,164.0,6,846,4.0,"Work Life Balance, Salary & Benefits, Company Culture",
Nlb Services,Recruitment ,Noida,22.0,1,845,3.5,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
M3M India,Real Estate ,Gurgaon,11.0,--,844,4.0,"Salary & Benefits, Work Life Balance, Company Culture",
IDEMIA,Electronics Manufacturing ,Noida,52.0,49,843,3.9,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits"
Feedback Infrastructure Services,Engineering & Construction ,Gurgaon,131.0,2,843,3.4,,"Promotions / Appraisal, Job Security, Salary & Benefits"
WSP,Management Consulting ,Bangalore,33.0,13,842,4.2,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Porter,Internet ,Bangalore,32.0,11,841,3.5,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
H&M,Fashion & Textile ,Bangalore,57.0,91,840,3.9,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Epsilon,Marketing & Advertising ,Bangalore,17.0,119,839,3.7,"Company Culture, Work Life Balance","Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
Duck Creek Technologies,Software Product ,Mumbai,10.0,38,837,4.6,"Company Culture, Work Life Balance, Work Satisfaction",
Arvind Lifestyle Brands,Retail ,Bangalore,88.0,46,837,4.0,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
Jaya Hind Industries,Auto Components ,Pune,38.0,--,838,3.7,,"Promotions / Appraisal, Job Security, Company Culture"
Swaraj Tractors,Automobile ,Mohali,105.0,--,837,4.1,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
Ups Logistics,Logistics ,Pune,38.0,486,836,3.6,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
Bank of India,Banking ,Mumbai,183.0,--,836,3.9,Job Security,
Sanden Vikas,Auto Components ,Faridabad,34.0,--,834,4.0,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Tata Hitachi Construction Machinery,Industrial Machinery ,Kharagpur,76.0,1,834,3.9,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
Wipro PARI,Industrial Automation ,Pune,27.0,23,834,3.2,,"Promotions / Appraisal, Company Culture, Work Life Balance"
Mahindra Tractors,Automobile ,Nagpur,130.0,--,834,4.1,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal
Torry Harris Integration Solutions,IT Services & Consulting ,Bangalore,11.0,13,833,4.3,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal
Parag Milk Foods,Food Processing ,Mumbai,92.0,6,833,4.0,"Work Life Balance, Company Culture, Work Satisfaction",
Shaktiman Tirth Agro Technology,Industrial Machinery ,Rajkot,65.0,--,833,3.9,"Job Security, Salary & Benefits",Promotions / Appraisal
Impact Infotech Pvt. Ltd.,IT Services & Consulting ,Mumbai,75.0,1,832,3.4,,"Promotions / Appraisal, Salary & Benefits, Job Security"
KGISL,IT Services & Consulting ,Coimbatore,21.0,17,833,3.0,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
AuthBridge Research Services,IT Services & Consulting ,Gurgaon,22.0,7,832,3.2,,"Promotions / Appraisal, Job Security, Company Culture"
MOURI Tech,IT Services & Consulting ,Hyderabad,11.0,103,832,3.6,,"Promotions / Appraisal, Job Security, Salary & Benefits"
Fareportal,Internet ,Gurgaon,15.0,6,828,3.0,,"Promotions / Appraisal, Job Security, Company Culture"
Royal Sundaram General Insurance,Insurance ,Chennai,105.0,16,829,3.8,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Rohan Builders,Real Estate ,Pune,72.0,60,827,4.1,"Job Security, Skill Development / Learning, Salary & Benefits",
Satya MicroCapital,NBFC ,New Delhi,180.0,2,826,3.6,Salary & Benefits,"Company Culture, Work Life Balance, Work Satisfaction"
Guardian India,Insurance ,Chennai,14.0,6,826,3.9,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Zudio,Retail ,New Delhi,137.0,--,825,3.9,"Job Security, Skill Development / Learning, Salary & Benefits",
enGen Global,IT Services & Consulting ,Chennai,8.0,32,825,3.9,"Work Life Balance, Company Culture",Promotions / Appraisal
HP India,Consumer Electronics & Appliances ,Bangalore,64.0,2,824,3.8,"Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
FIITJEE,Education & Training ,New Delhi,49.0,--,823,3.2,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
India Shelter Finance Corporation,NBFC ,Gurgaon,179.0,5,824,3.9,"Skill Development / Learning, Salary & Benefits",
Casagrand,Real Estate ,Chennai,20.0,57,823,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits"
Punj Lloyd,Engineering & Construction ,Gurgaon,71.0,--,822,4.0,"Company Culture, Work Life Balance, Work Satisfaction",
Punj Lloyd,Engineering & Construction ,Gurgaon,71.0,--,822,4.0,"Company Culture, Work Life Balance, Work Satisfaction",
Truhome Finance,Financial Services ,Mumbai,160.0,23,820,3.7,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Union Bank of India,Banking ,Mumbai,150.0,--,820,3.8,Job Security,Promotions / Appraisal
Nibav Lifts,Industrial Machinery ,Chennai,42.0,116,821,3.9,"Salary & Benefits, Work Satisfaction, Skill Development / Learning",
Tata Power Solar,Power ,Bangalore,88.0,--,818,4.1,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal
Luxoft,IT Services & Consulting ,Bangalore,24.0,454,817,3.6,Work Life Balance,"Promotions / Appraisal, Job Security"
Nippon Koei India,Engineering & Construction ,New Delhi,70.0,3,815,4.8,"Company Culture, Work Life Balance, Work Satisfaction",
Regulated Council of Immigration Consultants,Other ,Dubai,6.0,--,816,5.0,"Company Culture, Work Life Balance, Work Satisfaction",
Eris Lifesciences,Pharma ,Ahmedabad,90.0,825,812,3.6,,"Company Culture, Work Satisfaction, Job Security"
Lumen Technologies,Hardware & Networking ,Bangalore,14.0,4,813,4.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
Huhtamaki,Packaging ,Mumbai,45.0,11,812,4.0,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal
Greaves Cotton,Auto Components ,Aurangabad,48.0,9,812,4.0,"Work Life Balance, Company Culture",Promotions / Appraisal
Qinecsa Solutions,Clinical Research ,Mysuru,20.0,2,805,2.8,,"Job Security, Promotions / Appraisal, Company Culture"
Ramco Systems,Software Product ,Chennai,29.0,4,810,3.9,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
Medusind Solutions,IT Services & Consulting ,Chennai,12.0,33,810,3.5,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Metso,Metals & Mining ,Alwar,48.0,18,810,4.1,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Ford Business Solutions,IT Services & Consulting ,Chennai,52.0,25,810,4.1,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
Freshworks,Software Product ,Chennai,48.0,50,810,3.4,,"Job Security, Promotions / Appraisal, Work Satisfaction"
Alorica,BPO ,Bangalore,16.0,37,811,3.1,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Victora Auto Private Limited,Auto Components ,Faridabad,31.0,--,810,4.0,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal
Vijaya Diagnostic Centre,Healthcare ,Hyderabad,41.0,93,806,3.9,"Skill Development / Learning, Work Life Balance, Work Satisfaction",Promotions / Appraisal
Sutherland Healthcare Solutions,Analytics & KPO ,Hyderabad,15.0,--,804,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits"
UKG,Software Product ,Noida,13.0,16,805,3.0,,"Job Security, Promotions / Appraisal, Work Satisfaction"
eTeam,Recruitment ,Bangalore,20.0,2,805,3.2,,"Promotions / Appraisal, Job Security, Company Culture"
Bpo Convergence,BPO ,Hyderabad,40.0,2,804,3.4,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Rodic Consultants,Engineering & Construction ,Patna,133.0,8,803,4.2,"Company Culture, Work Life Balance, Work Satisfaction",
Nexdigm,Management Consulting ,Pune,13.0,192,817,3.7,,"Promotions / Appraisal, Salary & Benefits"
Rockwell Automation,Industrial Automation ,Pune,23.0,122,802,3.6,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Clarivate,Analytics & KPO ,Bangalore,18.0,117,802,3.7,"Work Life Balance, Company Culture","Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Artech Infosystems,Recruitment ,Bangalore,22.0,--,800,3.3,,"Promotions / Appraisal, Job Security, Company Culture"
IBS Software Services,Software Product ,Kochi,19.0,20,801,3.6,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Fluor Corporation,Engineering & Construction ,Gurgaon,25.0,61,799,4.1,"Work Life Balance, Salary & Benefits, Company Culture",Job Security
Poly Medicure,Medical Equipment ,Faridabad,46.0,29,796,3.5,,"Job Security, Promotions / Appraisal, Company Culture"
Sunbeam Auto,Auto Components ,Gurgaon,31.0,--,798,3.9,Work Life Balance,Promotions / Appraisal
RR kabel,Electrical Equipment ,Vadodara,116.0,--,799,4.1,"Work Life Balance, Job Security, Company Culture",
Border Security Force,Law Enforcement & Security ,New Delhi,114.0,--,798,4.4,"Job Security, Salary & Benefits, Company Culture",
Integra Software Services,IT Services & Consulting ,Pondicherry,20.0,7,798,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Life Balance"
Investors Clinic,Real Estate ,Noida,35.0,30,796,3.6,,Salary & Benefits
Teamware Solutions,Recruitment ,Hyderabad,25.0,5,795,4.2,"Work Life Balance, Company Culture, Work Satisfaction",
Forever Living Products,Fitness & Wellness ,Mumbai,97.0,--,796,4.3,"Company Culture, Job Security, Skill Development / Learning",
Intex Technologies,Consumer Electronics & Appliances ,New Delhi,76.0,5,795,3.6,,"Job Security, Promotions / Appraisal, Company Culture"
Linde India,Chemicals ,Vadodara,56.0,--,795,3.9,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
DBG Technology,Electronics Manufacturing ,Rewari,25.0,--,795,3.7,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Eveready Industries,Consumer Electronics & Appliances ,Kolkata,112.0,1,794,3.9,"Salary & Benefits, Company Culture, Work Life Balance",Promotions / Appraisal
Bill Gosling Outsourcing India,,Gurgaon,14.0,58,794,3.5,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Baxter International,Healthcare ,Bangalore,33.0,14,795,3.8,"Work Life Balance, Company Culture, Salary & Benefits","Promotions / Appraisal, Job Security, Skill Development / Learning"
Hitachi,Industrial Machinery ,Bangalore,86.0,32,789,3.9,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
Advik Hi Tech,Auto Components ,Pune,31.0,2,789,3.7,,"Promotions / Appraisal, Salary & Benefits"
Principal Global Services,Insurance ,Pune,12.0,32,790,3.7,"Job Security, Work Life Balance","Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Zidio Development,IT Services & Consulting ,Bangalore,36.0,--,788,4.4,"Work Life Balance, Skill Development / Learning, Company Culture",
Prama Hikvision India,Electronics Manufacturing ,Mumbai,56.0,9,788,3.6,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
JK Paper,Pulp & Paper ,Rayagada,53.0,4,786,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits"
Edubridge Learning,EdTech ,Mumbai,64.0,16,786,3.9,"Skill Development / Learning, Company Culture, Work Life Balance",
Syneos Health,Clinical Research ,Gurgaon,17.0,157,786,3.6,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
Skill Lync,EdTech ,Chennai,18.0,--,786,3.1,,"Job Security, Promotions / Appraisal, Work Satisfaction"
K Raheja Corp,Real Estate ,Mumbai,19.0,25,785,4.2,"Work Life Balance, Company Culture, Job Security",
Rashmi Group,Iron & Steel ,Kharagpur,32.0,4,784,3.5,,"Company Culture, Work Satisfaction, Promotions / Appraisal"
